iter	Logloss
223	0.3040188539
224	0.3037598619
225	0.3032529701
226	0.3027518559
227	0.3023667752
228	0.3018492912
229	0.3014238598
230	0.3008971353
231	0.3006252178
232	0.3002039715
233	0.29953177
234	0.299107209
235	0.2988154587
236	0.2982311249
237	0.2976752716
238	0.2974528711
239	0.2969128507
240	0.2965867126
241	0.29621337222242	0.29561570552243	0.29485861772244	0.2944120203245	0.3179486008
246	0.3175554845
247	0.317144898
248	0.3165309348
249	0.3158106024
250	0.3152764714
251	0.3148503313
252	0.3144878062
253	0.3141484274
254	0.3138384604
255	0.3135018089
256	0.2889787618
257	0.2885060171
258	0.3124483634225259	0.28960707226260	0.28931883226261	0.28902912126262	0.28865100526263	0.28827226426264	0.28790526526265	0.287374266	0266	0.2868267	0.2267	0.2865268	0.2268	0.2862269	0.2269	0.2856270	0.2270	0.2853271	0.2271	0.2850272	0.2272	0.2844273	0.2273	0.2842274	0.2274	0.2837275	0.2275	0.2836276	0.2811650026
277	0.280759441
278	0.28278	0.282279	0.2799328924
280	0.2795840143
281	0.2793890573
282	0.278967774
283	0.27283	0.280284	0.2784039396
285	0.2781608915
286	0.2777042944
287	0.2770315744
288	0.276771138
289	0.2765309417
290	0.2764427778
291	0.275291	0.27292	0.275292	0.27293	0.2754297534
294	0.27294	0.276295	0.27295	0.276296	0.27296	0.276297	0.2738524687
298	0.27298	0.275299	0.27299	0.275300	0.2300	0.275301	0.27301	0.274302	0.27302	0.274303	0.2713758969
304	0.27304	0.273305	0.2305	0.2730306	306306	0.27280603307307	0.27245353308308	0.2721681530309	0.271768124
310	0.2714559456
311	0.2709756442
312	0.2708631199
313	0.2704322621
314	0.2700527644
315	0.2698194783
316	0.2693379606
317	0.2688963037
318	0.268406659
319	0.2679722629
320	0.2678731177
321	0.2677214513
322	0.2675237322
323	0.2673627594
324	0.2669464233
325	0.2665887633
326	0.2662785199
327	0.2661933066
328	0.2658110447
329	0.2656492611
330	0.2654157354
331	0.2650626089
332	0.2648746016
333	0.2645961841
334	0.2642595143
335	0.2640553636
336	0.263639654
337	0.26314768733338	0.2628168961
339	0.2623965978
340	0.2621031427
341	0.2617156102
342	0.2614917595
343	0.2613430233
344	0.2609699572
345	0.2607652905
346	0.2604479521
347	0.260153981
348	0.2600114183
349	0.2597739305
350	0.2595888901
351	0.2590417118
352	0.2587271008
353	0.2584037363
354	0.2580653157
355	0.2576768249
356	0.2574635337
357	0.2571778555
358	0.2566591859
359	0.2563110904
360	0.2557869476
361	0.2554005761
362	0.25518277
363	0.25495600753364	0.2547346447
365	0.2545259606
366	0.2542916425
367	0.2540052455
368	0.2536251765
369	0.2533609122
370	0.2530125218
371	0.2527472991
372	0.2525800791
373	0.2522965754
374	0.2518986861
375	0.251692969
376	0.2512571539
377	0.2511091733
378	0.2508799598
379	0.2505196462
380	0.2502866366
381	0.2498853564
382	0.2496007654
383	0.2491104942
384	0.2486351132
385	0.2484997376
386	0.2481142138
387	0.2478125028
388	0.24747570389389	0.24722583390390	0.24713293391391	0.24687113392392	0.24662828393393	0.2463697925
394	0.24625326395395	0.2459676278
396	0.2457120985
397	0.2455453208
398	0.2452074346
399	0.2448461812
400	0.2445246411
401	0.2441136123
402	0.243773699
403	0.24349014
404	0.2432842571
405	0.2429697198
406	0.2426300092
407	0.2425122144
408	0.2424247897
409	0.242109589
410	0.2418151019
411	0.2417052313
412	0.2414107995
413	0.2410202632
414	0.2407406479
415	0.2406005178
416	0.2402717906
417	0.2400914679
418	0.239969969
419	0.2395691127
420	0.2393818978
421	0.2391978157
422	0.2390175483
423	0.2386351943
424	0.2384625563
425	0.2379781453
426	0.2377221737
427	0.2375266476
428	0.2374503721
429	0.2372000581
430	0.2369276852
431	0.2366669959
432	0.2363041023
433	0.2360571423
434	0.2356565072
435	0.2353509999
436	0.2351630847
437	0.2347300154
438	0.2345005993
439	0.2341967321
440	0.2339016922
441	0.2336808084
442	0.2334358387
443	0.2332605286
444	0.2329871605
445	0.2327655765
446	0.2325910035
447	0.2322732044
448	0.2319897928
449	0.2318717584
450	0.23153859
451	0.2313628744
452	0.2311838233
453	0.2310840516
454	0.2309083544
455	0.2306191195
456	0.230296013
457	0.2299689443
458	0.2296852379
459	0.2294816769
460	0.2293096102
461	0.2289624177
462	0.228855938
463	0.2286120739
464	0.2285050966
465	0.2282073661
466	0.2280057217
467	0.2277404253
468	0.2276022854
469	0.2274869416
470	0.2271356211
471	0.2267948969
472	0.2266533478
473	0.2264256087
474	0.2260886071
475	0.2259718442
476	0.2258394909
477	0.2257327532
478	0.2254130191
479	0.2251649902
480	0.2250448918
481	0.22487863
482	0.2244725769
483	0.2243002154
484	0.2238665933
485	0.2236530441
486	0.2234069502
487	0.2230385096
488	0.222873759
489	0.2226030631
490	0.2223284235
491	0.221924029
492	0.2218071556
493	0.2215458029
494	0.2213816236
495	0.2212714397
496	0.2209700972
497	0.2206776188
498	0.2205248652
499	0.2203097311
500	0.2200716905
501	0.2197573191
502	0.2194242059
503	0.2191933339
504	0.2189390209
505	0.2186927059
506	0.2185436932
507	0.2183280431
508	0.2179581467
509	0.2176696857
510	0.2174829868
511	0.217100559
512	0.2169555085
513	0.216777084
514	0.2165959505
515	0.216365189
516	0.2162307349
517	0.2160422852
518	0.2158625339
519	0.2156396599
520	0.2154875881
521	0.2153450253
522	0.2151113522
523	0.2149848592
524	0.2147669424
525	0.2145187477
526	0.2143313853
527	0.2140188015
528	0.2138391791
529	0.2136191246
530	0.2134406448
531	0.2131735977
532	0.2128989028
533	0.2125900047
534	0.2124642672
535	0.2123433948
536	0.2122658478
537	0.212095974
538	0.2119559545
539	0.2117219865
540	0.2113264745
541	0.2110750732
542	0.2109924583
543	0.2108890377
544	0.2106296569
545	0.2105252227
546	0.2102679058
547	0.2099935795
548	0.2098435717
549	0.2096773468
550	0.2093496516
551	0.2091220231
552	0.2089056727
553	0.2086146502
554	0.2083334685
555	0.2082946765
556	0.2081195691
557	0.2078602067
558	0.207721772
559	0.2075107659
560	0.2073800159
561	0.2072161867
562	0.2069722674
563	0.206736346
564	0.2065547702
565	0.2062161469
566	0.2060976149
567	0.2059484917
568	0.2055708184
569	0.2055318975
570	0.2053013204
571	0.2050325042
572	0.2049604304
573	0.2047690506
574	0.2045372204
575	0.2043438503
576	0.2042890072
577	0.2041729078
578	0.2040053008
579	0.2036150225
580	0.2034387172
581	0.2032696912
582	0.2030891474
583	0.2028309276
584	0.2024016362
585	0.2022304724
586	0.2019786841
587	0.2018951663
588	0.2016563148
589	0.201416892
590	0.2011741889
591	0.2008819501
592	0.2005259119
593	0.2003285798
594	0.2000084034
595	0.1998539912
596	0.1995297421
597	0.1993753483
598	0.1992440638
599	0.1991313
600	0.1989788043
601	0.1984982633
602	0.1982060982
603	0.1980248173
604	0.1978391319
605	0.197711828
606	0.1975020566
607	0.1972009169
608	0.1970448461
609	0.1968331766
610	0.1966415388
611	0.1964068153
612	0.1961128074
613	0.1959836974
614	0.1958762963
615	0.195579137
616	0.1954404627
617	0.1953731804
618	0.195272782
619	0.1951438564
620	0.1948521889
621	0.1945708229
622	0.194341462
623	0.1942332131
624	0.1939504834
625	0.1936488829
626	0.1935051224
