 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,7 pat OD ki67 (561)_0001_C001T001_colony_1.tiff,2370,184.752,63.959,47.180,167.245,0.873,604350,604350,1.356,0.738,0.972
2,7 pat OD ki67 (561)_0001_C001T001_colony_10.tiff,2336,185.338,66.150,44.963,111.434,0.855,595680,595680,1.471,0.680,0.972
3,7 pat OD ki67 (561)_0001_C001T001_colony_11.tiff,4305,244.794,79.849,68.645,1.952,0.903,1097775,1097775,1.163,0.860,0.978
4,7 pat OD ki67 (561)_0001_C001T001_colony_12.tiff,3556,221.966,72.344,62.584,33.041,0.907,906780,906780,1.156,0.865,0.978
5,7 pat OD ki67 (561)_0001_C001T001_colony_13.tiff,2454,185.581,61.083,51.152,56.846,0.895,625770,625770,1.194,0.837,0.973
6,7 pat OD ki67 (561)_0001_C001T001_colony_14.tiff,2393,183.581,60.857,50.066,73.508,0.892,610215,610215,1.216,0.823,0.971
7,7 pat OD ki67 (561)_0001_C001T001_colony_15.tiff,2355,183.095,63.259,47.400,77.048,0.883,600525,600525,1.335,0.749,0.974
8,7 pat OD ki67 (561)_0001_C001T001_colony_16.tiff,2399,182.409,58.985,51.784,45.778,0.906,611745,611745,1.139,0.878,0.971
9,7 pat OD ki67 (561)_0001_C001T001_colony_17.tiff,1942,168.752,59.199,41.768,152.149,0.857,495210,495210,1.417,0.706,0.964
10,7 pat OD ki67 (561)_0001_C001T001_colony_18.tiff,2864,202.894,68.201,53.468,16.634,0.874,730320,730320,1.276,0.784,0.971
11,7 pat OD ki67 (561)_0001_C001T001_colony_19.tiff,2793,199.823,66.892,53.163,92.219,0.879,712215,712215,1.258,0.795,0.972
12,7 pat OD ki67 (561)_0001_C001T001_colony_2.tiff,2166,176.409,60.720,45.419,24.282,0.875,552330,552330,1.337,0.748,0.968
13,7 pat OD ki67 (561)_0001_C001T001_colony_20.tiff,2999,208.551,71.495,53.408,29.933,0.866,764745,764745,1.339,0.747,0.969
14,7 pat OD ki67 (561)_0001_C001T001_colony_21.tiff,2466,187.338,60.298,52.071,31.441,0.883,628830,628830,1.158,0.864,0.971
15,7 pat OD ki67 (561)_0001_C001T001_colony_22.tiff,2164,173.095,55.599,49.557,87.211,0.908,551820,551820,1.122,0.891,0.973
16,7 pat OD ki67 (561)_0001_C001T001_colony_23.tiff,1710,155.782,53.208,40.919,91.006,0.885,436050,436050,1.300,0.769,0.968
17,7 pat OD ki67 (561)_0001_C001T001_colony_24.tiff,1995,170.894,62.080,40.917,132.828,0.858,508725,508725,1.517,0.659,0.968
18,7 pat OD ki67 (561)_0001_C001T001_colony_3.tiff,1925,165.681,55.958,43.800,13.660,0.881,490875,490875,1.278,0.783,0.966
19,7 pat OD ki67 (561)_0001_C001T001_colony_4.tiff,2537,188.510,60.033,53.807,106.037,0.897,646935,646935,1.116,0.896,0.972
20,7 pat OD ki67 (561)_0001_C001T001_colony_5.tiff,2263,178.167,57.776,49.871,65.885,0.896,577065,577065,1.159,0.863,0.971
21,7 pat OD ki67 (561)_0001_C001T001_colony_6.tiff,2244,176.409,56.727,50.366,38.070,0.906,572220,572220,1.126,0.888,0.971
22,7 pat OD ki67 (561)_0001_C001T001_colony_7.tiff,1732,158.752,57.889,38.094,40.795,0.864,441660,441660,1.520,0.658,0.965
23,7 pat OD ki67 (561)_0001_C001T001_colony_9.tiff,3373,221.723,76.352,56.248,111.054,0.862,860115,860115,1.357,0.737,0.965
24,7 pat OD ki67 (561)_0002_C001T001_colony_1.tiff,1622,150.368,48.306,42.753,170.311,0.901,413610,413610,1.130,0.885,0.967
25,7 pat OD ki67 (561)_0002_C001T001_colony_10.tiff,2427,187.095,64.167,48.158,69.193,0.871,618885,618885,1.332,0.751,0.971
26,7 pat OD ki67 (561)_0002_C001T001_colony_11.tiff,2362,186.409,66.749,45.055,114.649,0.854,602310,602310,1.482,0.675,0.970
27,7 pat OD ki67 (561)_0002_C001T001_colony_12.tiff,2374,182.167,61.481,49.165,174.802,0.899,605370,605370,1.251,0.800,0.975
28,7 pat OD ki67 (561)_0002_C001T001_colony_14.tiff,2453,188.894,66.444,47.006,62.114,0.864,625515,625515,1.414,0.707,0.970
29,7 pat OD ki67 (561)_0002_C001T001_colony_16.tiff,2582,194.995,67.741,48.530,87.675,0.853,658410,658410,1.396,0.716,0.967
30,7 pat OD ki67 (561)_0002_C001T001_colony_17.tiff,1712,156.125,54.893,39.709,101.796,0.883,436560,436560,1.382,0.723,0.973
31,7 pat OD ki67 (561)_0002_C001T001_colony_18.tiff,1549,151.196,46.859,42.089,75.156,0.851,394995,394995,1.113,0.898,0.954
32,7 pat OD ki67 (561)_0002_C001T001_colony_19.tiff,2580,195.723,67.126,48.937,27.617,0.846,657900,657900,1.372,0.729,0.968
33,7 pat OD ki67 (561)_0002_C001T001_colony_2.tiff,1730,154.468,47.567,46.307,26.349,0.911,441150,441150,1.027,0.974,0.974
34,7 pat OD ki67 (561)_0002_C001T001_colony_20.tiff,2386,182.652,58.954,51.531,127.934,0.899,608430,608430,1.144,0.874,0.971
35,7 pat OD ki67 (561)_0002_C001T001_colony_21.tiff,2587,196.752,64.890,50.761,9.789,0.840,659685,659685,1.278,0.782,0.955
36,7 pat OD ki67 (561)_0002_C001T001_colony_22.tiff,2124,177.681,58.796,45.996,14.054,0.845,541620,541620,1.278,0.782,0.962
37,7 pat OD ki67 (561)_0002_C001T001_colony_23.tiff,2412,185.581,64.550,47.577,64.106,0.880,615060,615060,1.357,0.737,0.970
38,7 pat OD ki67 (561)_0002_C001T001_colony_24.tiff,2339,183.581,63.929,46.585,154.975,0.872,596445,596445,1.372,0.729,0.972
39,7 pat OD ki67 (561)_0002_C001T001_colony_3.tiff,2269,178.752,59.882,48.244,113.364,0.892,578595,578595,1.241,0.806,0.972
40,7 pat OD ki67 (561)_0002_C001T001_colony_5.tiff,2140,172.995,58.794,46.344,134.371,0.899,545700,545700,1.269,0.788,0.972
41,7 pat OD ki67 (561)_0002_C001T001_colony_6.tiff,1636,150.368,48.264,43.159,57.448,0.909,417180,417180,1.118,0.894,0.967
