 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,Major,Minor
612,7 pat p30 7 day ctrl 10x 3_colony_666.tiff,199,52.284,0.915,50745,50745,1.294,0.773,0.936,18.108,13.993
613,7 pat p30 7 day ctrl 10x 3_colony_667.tiff,340,68.669,0.906,86700,86700,1.203,0.831,0.934,22.824,18.967
614,7 pat p30 7 day ctrl 10x 3_colony_668.tiff,222,55.355,0.91,56610,56610,1.528,0.654,0.943,20.785,13.599
615,7 pat p30 7 day ctrl 10x 3_colony_669.tiff,161,45.698,0.969,41055,41055,1.059,0.945,0.931,16.668,15.583
616,7 pat p30 7 day ctrl 10x 3_colony_670.tiff,199,52.527,0.906,50745,50745,1.375,0.727,0.923,20.349,15.33
617,7 pat p30 7 day ctrl 10x 3_colony_671.tiff,140,42.87,0.957,35700,35700,1.175,0.851,0.927,15.423,12.961
618,7 pat p30 7 day ctrl 10x 3_colony_672.tiff,190,50.527,0.935,48450,48450,1.281,0.781,0.931,18.079,14.79
619,7 pat p30 7 day ctrl 10x 3_colony_673.tiff,239,57.113,0.921,60945,60945,1.254,0.798,0.937,19.532,15.58
620,7 pat p30 7 day ctrl 10x 3_colony_674.tiff,187,49.698,0.951,47685,47685,1.082,0.924,0.93,16.051,14.834
621,7 pat p30 7 day ctrl 10x 3_colony_675.tiff,162,46.284,0.95,41310,41310,1.401,0.714,0.942,16.999,12.134
622,7 pat p30 7 day ctrl 10x 3_colony_676.tiff,215,54.184,0.92,54825,54825,1.427,0.701,0.929,21.036,15.192
623,7 pat p30 7 day ctrl 10x 3_colony_677.tiff,191,50.284,0.949,48705,48705,1.277,0.783,0.948,17.625,13.798
624,7 pat p30 7 day ctrl 10x 3_colony_678.tiff,224,55.355,0.919,57120,57120,1.341,0.746,0.931,20.526,15.632
625,7 pat p30 7 day ctrl 10x 3_colony_679.tiff,204,53.941,0.881,52020,52020,1.25,0.8,0.913,18.019,14.415
626,7 pat p30 7 day ctrl 10x 3_colony_680.tiff,181,49.941,0.912,46155,46155,1.112,0.9,0.916,17.088,14.828
627,7 pat p30 7 day ctrl 10x 3_colony_681.tiff,198,51.941,0.922,50490,50490,1.298,0.77,0.923,18.089,13.937
628,7 pat p30 7 day ctrl 10x 3_colony_682.tiff,164,47.113,0.928,41820,41820,1.259,0.795,0.919,16.923,13.543
629,7 pat p30 7 day ctrl 10x 3_colony_683.tiff,198,51.941,0.922,50490,50490,1.252,0.799,0.921,17.763,14.192
630,7 pat p30 7 day ctrl 10x 3_colony_684.tiff,174,48.527,0.929,44370,44370,1.351,0.74,0.928,18.613,14.365
631,7 pat p30 7 day ctrl 10x 3_colony_685.tiff,185,50.527,0.911,47175,47175,1.207,0.829,0.92,16.86,13.971
632,7 pat p30 7 day ctrl 10x 3_colony_686.tiff,204,52.77,0.921,52020,52020,1.354,0.739,0.929,19.873,15.12
633,7 pat p30 7 day ctrl 10x 3_colony_687.tiff,248,59.941,0.867,63240,63240,1.603,0.624,0.934,23.459,14.708
634,7 pat p30 7 day ctrl 10x 3_colony_688.tiff,207,53.598,0.905,52785,52785,1.286,0.778,0.92,18.411,14.315
635,7 pat p30 7 day ctrl 10x 3_colony_689.tiff,217,55.941,0.871,55335,55335,1.55,0.645,0.929,22.432,15.552
636,7 pat p30 7 day ctrl 10x 3_colony_690.tiff,148,45.698,0.891,37740,37740,1.453,0.688,0.911,18.036,12.213
637,7 pat p30 7 day ctrl 10x 3_colony_691.tiff,221,55.113,0.914,56355,56355,1.316,0.76,0.936,19.971,15.492
638,7 pat p30 7 day ctrl 10x 3_colony_692.tiff,215,53.698,0.937,54825,54825,1.213,0.825,0.937,18.221,15.024
639,7 pat p30 7 day ctrl 10x 3_colony_693.tiff,214,53.355,0.945,54570,54570,1.185,0.844,0.93,17.972,15.161
640,7 pat p30 7 day ctrl 10x 3_colony_695.tiff,185,50.527,0.911,47175,47175,1.295,0.772,0.925,17.464,13.488
641,7 pat p30 7 day ctrl 10x 3_colony_696.tiff,199,52.527,0.906,50745,50745,1.372,0.729,0.921,19.571,14.703
642,7 pat p30 7 day ctrl 10x 3_colony_697.tiff,212,53.941,0.916,54060,54060,1.282,0.78,0.932,18.6,14.512
643,7 pat p30 7 day ctrl 10x 3_colony_698.tiff,256,59.355,0.913,65280,65280,1.422,0.703,0.941,22.597,16.115
644,7 pat p30 7 day ctrl 10x 3_colony_699.tiff,251,59.355,0.895,64005,64005,1.313,0.761,0.928,20.488,15.598
645,7 pat p30 7 day ctrl 10x 3_colony_700.tiff,185,49.113,0.964,47175,47175,1.234,0.81,0.939,18.258,14.924
646,7 pat p30 7 day ctrl 10x 3_colony_701.tiff,213,52.527,0.97,54315,54315,1.115,0.897,0.942,17.388,15.597
647,7 pat p30 7 day ctrl 10x 3_colony_702.tiff,211,53.941,0.911,53805,53805,1.308,0.764,0.93,19.606,15.456
648,7 pat p30 7 day ctrl 10x 3_colony_703.tiff,128,41.456,0.936,32640,32640,1.408,0.71,0.924,16.781,11.23
649,7 pat p30 7 day ctrl 10x 3_colony_704.tiff,204,52.527,0.929,52020,52020,1.135,0.881,0.923,17.173,15.125
650,7 pat p30 7 day ctrl 10x 3_colony_705.tiff,261,59.355,0.931,66555,66555,1.229,0.814,0.937,20.614,17.047
651,7 pat p30 7 day ctrl 10x 3_colony_706.tiff,175,50.77,0.853,44625,44625,1.328,0.753,0.914,17.201,12.953
652,7 pat p30 7 day ctrl 10x 3_colony_707.tiff,202,52.77,0.912,51510,51510,1.309,0.764,0.918,19.261,14.874
653,7 pat p30 7 day ctrl 10x 3_colony_709.tiff,197,50.527,0.97,50235,50235,1.186,0.843,0.94,17.246,14.544
654,7 pat p30 7 day ctrl 10x 3_colony_710.tiff,167,47.113,0.945,42585,42585,1.229,0.814,0.925,17.16,14.172
655,7 pat p30 7 day ctrl 10x 3_colony_711.tiff,180,48.527,0.961,45900,45900,1.081,0.925,0.93,16.697,15.327
656,7 pat p30 7 day ctrl 10x 3_colony_712.tiff,221,54.77,0.926,56355,56355,1.314,0.761,0.932,19.229,14.633
657,7 pat p30 7 day ctrl 10x 3_colony_713.tiff,200,51.941,0.932,51000,51000,1.233,0.811,0.93,18.949,15.723
658,7 pat p30 7 day ctrl 10x 3_colony_714.tiff,228,54.77,0.955,58140,58140,1.266,0.79,0.94,20.507,16.143
659,7 pat p30 7 day ctrl 10x 3_colony_715.tiff,194,51.355,0.924,49470,49470,1.16,0.862,0.922,18.208,15.804
660,7 pat p30 7 day ctrl 10x 3_colony_716.tiff,251,58.527,0.921,64005,64005,1.246,0.803,0.938,20.566,16.715
661,7 pat p30 7 day ctrl 10x 3_colony_717.tiff,190,51.355,0.905,48450,48450,1.418,0.705,0.922,19.554,13.674
662,7 pat p30 7 day ctrl 10x 3_colony_718.tiff,187,49.941,0.942,47685,47685,1.216,0.822,0.926,18.197,14.414
663,7 pat p30 7 day ctrl 10x 3_colony_719.tiff,172,48.284,0.927,43860,43860,1.359,0.736,0.932,18.684,13.834
664,7 pat p30 7 day ctrl 10x 3_colony_720.tiff,185,49.941,0.932,47175,47175,1.252,0.799,0.925,17.484,14.346
665,7 pat p30 7 day ctrl 10x 3_colony_721.tiff,201,51.941,0.936,51255,51255,1.231,0.812,0.928,18.397,15.295
666,7 pat p30 7 day ctrl 10x 3_colony_722.tiff,170,47.941,0.929,43350,43350,1.101,0.908,0.912,15.438,14.02
667,7 pat p30 7 day ctrl 10x 3_colony_723.tiff,239,59.012,0.862,60945,60945,1.653,0.605,0.921,22.426,13.57
668,7 pat p30 7 day ctrl 10x 3_colony_724.tiff,201,51.698,0.945,51255,51255,1.124,0.89,0.941,16.96,15.09
669,7 pat p30 7 day ctrl 10x 3_colony_725.tiff,186,52.184,0.858,47430,47430,1.416,0.706,0.901,18.311,12.933
670,7 pat p30 7 day ctrl 10x 3_colony_726.tiff,174,48.527,0.929,44370,44370,1.295,0.772,0.923,17.82,14.075
671,7 pat p30 7 day ctrl 10x 3_colony_727.tiff,159,45.113,0.982,40545,40545,1.237,0.808,0.938,17.085,14.011
672,7 pat p30 7 day ctrl 10x 3_colony_728.tiff,162,46.87,0.927,41310,41310,1.242,0.805,0.928,17.184,13.93
673,7 pat p30 7 day ctrl 10x 3_colony_729.tiff,168,49.113,0.875,42840,42840,1.547,0.646,0.921,18.193,11.757
674,7 pat p30 7 day ctrl 10x 3_colony_730.tiff,166,47.113,0.94,42330,42330,1.234,0.811,0.925,17.099,13.85
675,7 pat p30 7 day ctrl 10x 3_colony_731.tiff,266,59.355,0.949,67830,67830,1.187,0.842,0.943,20.053,16.889
676,7 pat p30 7 day ctrl 10x 3_colony_732.tiff,203,52.527,0.925,51765,51765,1.345,0.743,0.935,18.648,13.861
677,7 pat p30 7 day ctrl 10x 3_colony_733.tiff,310,65.841,0.899,79050,79050,1.417,0.706,0.942,24.098,17.33
678,7 pat p30 7 day ctrl 10x 3_colony_735.tiff,202,52.527,0.92,51510,51510,1.296,0.772,0.929,18.258,14.087
679,7 pat p30 7 day ctrl 10x 3_colony_736.tiff,309,65.355,0.909,78795,78795,1.215,0.823,0.938,21.86,17.998
680,7 pat p30 7 day ctrl 10x 3_colony_737.tiff,172,47.698,0.95,43860,43860,1.333,0.75,0.932,18.03,13.488
681,7 pat p30 7 day ctrl 10x 3_colony_738.tiff,154,45.698,0.927,39270,39270,1.194,0.837,0.919,15.301,12.815
682,7 pat p30 7 day ctrl 10x 3_colony_739.tiff,183,49.698,0.931,46665,46665,1.343,0.745,0.931,18.411,14.316
683,7 pat p30 7 day ctrl 10x 3_colony_740.tiff,142,42.87,0.971,36210,36210,1.276,0.784,0.937,15.189,11.904
684,7 pat p30 7 day ctrl 10x 3_colony_741.tiff,189,50.284,0.939,48195,48195,1.195,0.837,0.936,17.307,15.008
685,7 pat p30 7 day ctrl 10x 3_colony_742.tiff,187,51.355,0.891,47685,47685,1.418,0.705,0.917,19.569,14.119
686,7 pat p30 7 day ctrl 10x 3_colony_743.tiff,198,51.941,0.922,50490,50490,1.251,0.799,0.927,17.762,14.193
687,7 pat p30 7 day ctrl 10x 3_colony_744.tiff,286,62.184,0.929,72930,72930,1.356,0.737,0.947,23.159,17.483
688,7 pat p30 7 day ctrl 10x 3_colony_745.tiff,151,44.284,0.968,38505,38505,1.232,0.811,0.935,15.393,12.49
689,7 pat p30 7 day ctrl 10x 3_colony_746.tiff,227,55.941,0.912,57885,57885,1.378,0.726,0.936,20.849,15.329
690,7 pat p30 7 day ctrl 10x 3_colony_747.tiff,248,58.184,0.921,63240,63240,1.259,0.794,0.932,19.94,15.836
691,7 pat p30 7 day ctrl 10x 3_colony_748.tiff,140,42.87,0.957,35700,35700,1.223,0.817,0.933,14.767,12.071
692,7 pat p30 7 day ctrl 10x 3_colony_749.tiff,195,51.113,0.938,49725,49725,1.269,0.788,0.933,17.75,13.988
693,7 pat p30 7 day ctrl 10x 3_colony_750.tiff,235,56.527,0.924,59925,59925,1.159,0.863,0.933,18.621,16.068
694,7 pat p30 7 day ctrl 10x 3_colony_751.tiff,155,44.87,0.967,39525,39525,1.286,0.778,0.942,16.889,13.721
695,7 pat p30 7 day ctrl 10x 3_colony_752.tiff,316,66.77,0.891,80580,80580,1.349,0.742,0.935,24.032,17.961
