 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,target,Major,Minor
851,colony_598.tiff,2407,185.581,0.878,613785,613785,1.388,0.721,0.971,1,52.384,40.323
852,colony_599.tiff,1973,171.439,0.844,503115,503115,1.563,0.64,0.969,1,60.883,37.811
853,colony_6.tiff,2018,172.752,0.85,514590,514590,1.394,0.717,0.957,1,58.244,40.551
854,colony_60.tiff,1905,167.095,0.857,485775,485775,1.392,0.718,0.967,1,51.72,41.235
855,colony_600.tiff,2252,179.338,0.88,574260,574260,1.242,0.805,0.957,1,52.621,43.094
856,colony_601.tiff,2055,173.681,0.856,524025,524025,1.454,0.688,0.972,1,57.673,40.29
857,colony_602.tiff,2514,187.924,0.895,641070,641070,1.243,0.805,0.97,1,55.851,48.376
858,colony_603.tiff,3489,232.836,0.809,889695,889695,1.451,0.689,0.955,1,77.598,51.653
859,colony_604.tiff,2417,184.409,0.893,616335,616335,1.259,0.794,0.973,1,50.608,45.966
860,colony_605.tiff,2973,207.723,0.866,758115,758115,1.378,0.726,0.973,1,69.654,49.684
861,colony_606.tiff,2087,176.995,0.837,532185,532185,1.406,0.711,0.949,1,59.429,40.514
862,colony_607.tiff,2490,187.338,0.892,634950,634950,1.317,0.759,0.975,1,59.041,43.131
863,colony_608.tiff,1893,167.196,0.851,482715,482715,1.574,0.635,0.972,1,54.539,36.069
864,colony_609.tiff,2209,175.581,0.9,563295,563295,1.2,0.833,0.973,1,56.718,46.468
865,colony_61.tiff,2369,188.409,0.839,604095,604095,1.442,0.694,0.959,1,61.157,37.62
866,colony_610.tiff,2211,180.309,0.855,563805,563805,1.392,0.718,0.965,1,60.162,41.904
867,colony_611.tiff,2325,183.238,0.87,592875,592875,1.046,0.956,0.967,1,54.1,53.142
868,colony_612.tiff,2557,192.551,0.867,652035,652035,1.45,0.69,0.971,1,61.448,43.286
869,colony_613.tiff,2068,169.439,0.905,527340,527340,1.097,0.912,0.972,1,49.179,44.168
870,colony_614.tiff,2064,170.024,0.897,526320,526320,1.187,0.843,0.972,1,53.817,43.484
871,colony_615.tiff,1921,165.681,0.879,489855,489855,1.327,0.754,0.97,1,55.726,41.767
872,colony_616.tiff,2146,176.409,0.867,547230,547230,1.31,0.764,0.966,1,55.111,42.002
873,colony_617.tiff,1068,129.196,0.804,272340,272340,1.404,0.712,0.931,1,41.888,28.664
874,colony_618.tiff,2421,186.752,0.872,617355,617355,1.325,0.755,0.971,1,56.744,40.523
875,colony_619.tiff,2293,224.35,0.572,584715,584715,2.451,0.408,0.85,1,84.167,36.987
876,colony_62.tiff,1993,165.681,0.912,508215,508215,1.16,0.862,0.972,1,51.348,40.096
877,colony_620.tiff,2588,192.551,0.877,659940,659940,1.235,0.809,0.965,1,61.676,49.484
878,colony_621.tiff,2054,170.51,0.888,523770,523770,1.225,0.816,0.966,1,55.338,45.396
879,colony_622.tiff,1639,156.995,0.836,417945,417945,1.442,0.693,0.952,1,51.588,35.417
880,colony_623.tiff,1163,127.64,0.897,296565,296565,1.27,0.787,0.963,1,40.497,29.428
881,colony_624.tiff,1888,163.095,0.892,481440,481440,1.31,0.763,0.97,1,50.511,39.424
882,colony_625.tiff,1979,175.095,0.811,504645,504645,1.483,0.674,0.955,1,55.787,37.499
883,colony_626.tiff,2374,184.51,0.876,605370,605370,1.27,0.788,0.966,1,53.158,42.06
884,colony_627.tiff,1930,169.296,0.846,492150,492150,1.567,0.638,0.968,1,57.483,35.196
885,colony_628.tiff,1959,190.652,0.677,499545,499545,1.804,0.554,0.888,1,68.177,31.86
886,colony_629.tiff,1532,145.439,0.91,390660,390660,1.239,0.807,0.969,1,46.084,36.138
887,colony_63.tiff,2590,191.823,0.885,660450,660450,1.275,0.785,0.972,1,58.635,45.492
888,colony_630.tiff,2291,177.338,0.915,584205,584205,1.088,0.919,0.972,1,52.823,47.147
889,colony_631.tiff,1876,165.439,0.861,478380,478380,1.444,0.692,0.968,1,55.384,32.829
890,colony_632.tiff,2449,191.48,0.839,624495,624495,1.471,0.68,0.96,1,66.32,43.619
891,colony_633.tiff,1963,169.681,0.857,500565,500565,1.432,0.698,0.965,1,57.164,40.293
892,colony_634.tiff,2029,171.095,0.871,517395,517395,1.39,0.72,0.969,1,55.739,39.152
893,colony_635.tiff,2736,197.823,0.879,697680,697680,1.28,0.781,0.97,1,60.96,46.368
894,colony_636.tiff,2119,174.51,0.874,540345,540345,1.279,0.782,0.966,1,56.308,43.483
895,colony_637.tiff,1798,159.924,0.883,458490,458490,1.355,0.738,0.967,1,53.598,40.075
896,colony_638.tiff,2738,200.309,0.858,698190,698190,1.441,0.694,0.971,1,65.087,45.482
897,colony_639.tiff,2194,193.823,0.734,559470,559470,1.205,0.83,0.796,1,50.266,42.149
898,colony_64.tiff,2093,172.995,0.879,533715,533715,1.27,0.787,0.968,1,56.149,43.651
899,colony_640.tiff,2145,179.681,0.835,546975,546975,1.556,0.643,0.968,1,62.903,39.369
900,colony_641.tiff,2063,171.581,0.881,526065,526065,1.209,0.827,0.96,1,53.345,43.082
901,colony_642.tiff,2733,197.681,0.879,696915,696915,1.416,0.706,0.975,1,66.485,47.283
902,colony_643.tiff,1859,164.853,0.86,474045,474045,1.424,0.702,0.966,1,55.867,38.334
903,colony_644.tiff,2032,174.267,0.841,518160,518160,1.536,0.651,0.968,1,59.025,35.895
904,colony_645.tiff,2109,170.167,0.915,537795,537795,1.135,0.881,0.971,1,54.907,47.584
905,colony_646.tiff,2397,186.409,0.867,611235,611235,1.367,0.732,0.968,1,60.065,44.091
906,colony_647.tiff,1747,158.995,0.868,445485,445485,1.264,0.791,0.956,1,50.896,39.801
907,colony_648.tiff,2867,201.238,0.89,731085,731085,1.228,0.815,0.976,1,65.438,52.593
908,colony_649.tiff,1745,160.752,0.849,444975,444975,1.558,0.642,0.965,1,58.661,37.897
909,colony_65.tiff,1667,157.439,0.845,425085,425085,1.363,0.733,0.96,1,42.557,38.744
910,colony_650.tiff,2143,177.238,0.857,546465,546465,1.154,0.866,0.962,1,53.195,47.177
911,colony_651.tiff,2262,187.48,0.809,576810,576810,1.543,0.648,0.96,1,65.406,39.731
912,colony_652.tiff,2463,193.924,0.823,628065,628065,1.61,0.621,0.967,1,67.28,41.785
913,colony_653.tiff,2099,171.095,0.901,535245,535245,1.168,0.856,0.973,1,51.214,43.607
914,colony_654.tiff,2163,174.995,0.888,551565,551565,1.342,0.745,0.971,1,57.174,43.894
915,colony_655.tiff,1805,158.953,0.898,460275,460275,1.235,0.81,0.971,1,50.77,41.655
916,colony_656.tiff,2596,199.48,0.82,661980,661980,1.6,0.625,0.965,1,70.442,43.76
917,colony_657.tiff,1516,152.995,0.814,386580,386580,1.36,0.735,0.943,1,47.323,34.035
918,colony_658.tiff,2097,176.167,0.849,534735,534735,1.32,0.758,0.964,1,50.197,38.885
919,colony_659.tiff,1753,161.782,0.842,447015,447015,1.61,0.621,0.969,1,59.152,35.99
920,colony_66.tiff,3002,210.451,0.852,765510,765510,1.413,0.708,0.966,1,66.275,49.546
921,colony_660.tiff,1327,135.782,0.904,338385,338385,1.143,0.875,0.964,1,40.854,37.212
922,colony_661.tiff,1506,211.037,0.425,384030,384030,1.998,0.5,0.83,1,62.412,32.967
923,colony_662.tiff,2236,177.681,0.89,570180,570180,1.129,0.886,0.97,1,54.643,46.299
924,colony_663.tiff,1279,133.296,0.905,326145,326145,1.137,0.879,0.965,1,41.085,35.794
925,colony_664.tiff,2053,170.51,0.887,523515,523515,1.23,0.813,0.969,1,52.305,43.086
926,colony_665.tiff,2240,179.581,0.873,571200,571200,1.246,0.803,0.968,1,59.346,47.178
927,colony_666.tiff,2994,210.451,0.849,763470,763470,1.488,0.672,0.96,1,73.116,46.095
928,colony_667.tiff,2387,182.652,0.899,608685,608685,1.122,0.891,0.971,1,56.999,50.506
930,colony_669.tiff,2366,189.581,0.827,603330,603330,1.285,0.778,0.907,1,58.121,44.076
931,colony_67.tiff,2022,169.924,0.88,515610,515610,1.202,0.832,0.961,1,51.843,43.643
932,colony_670.tiff,2446,190.894,0.843,623730,623730,1.269,0.788,0.922,1,52.333,43.404
933,colony_671.tiff,4224,245.179,0.883,1077120,1077120,1.152,0.868,0.972,1,72.255,61.922
934,colony_672.tiff,3755,237.907,0.834,957525,957525,1.545,0.647,0.971,1,84.744,55.29
935,colony_673.tiff,1917,163.924,0.896,488835,488835,1.132,0.883,0.968,1,51.182,42.937
936,colony_674.tiff,1421,149.782,0.796,362355,362355,1.586,0.631,0.939,1,49.924,29.457
937,colony_675.tiff,1962,170.652,0.847,500310,500310,1.481,0.675,0.964,1,60.745,40.328
938,colony_676.tiff,1631,159.095,0.81,415905,415905,1.431,0.699,0.942,1,51.182,36.419
939,colony_677.tiff,1694,157.539,0.858,431970,431970,1.495,0.669,0.97,1,53.746,36.364
940,colony_678.tiff,2311,182.309,0.874,589305,589305,1.442,0.694,0.972,1,63.901,42.799
941,colony_679.tiff,2190,181.338,0.837,558450,558450,1.522,0.657,0.962,1,61.629,39.171
942,colony_68.tiff,2418,184.752,0.89,616590,616590,1.205,0.83,0.971,1,59.027,44.349
943,colony_680.tiff,2338,184.752,0.861,596190,596190,1.266,0.79,0.951,1,60.49,47.928
944,colony_681.tiff,1373,150.409,0.763,350115,350115,1.462,0.684,0.917,1,45.941,33.341
945,colony_682.tiff,2484,191.238,0.854,633420,633420,1.369,0.73,0.955,1,55.576,42.361
946,colony_683.tiff,2919,204.309,0.879,744345,744345,1.272,0.786,0.973,1,64.759,50.667
947,colony_684.tiff,2079,172.995,0.873,530145,530145,1.363,0.734,0.968,1,58.841,42.044
948,colony_685.tiff,2232,177.823,0.887,569160,569160,1.309,0.764,0.97,1,60.484,44.712
949,colony_686.tiff,1996,172.167,0.846,508980,508980,1.589,0.629,0.969,1,63.273,39.663
950,colony_687.tiff,2161,186.551,0.78,551055,551055,1.844,0.542,0.955,1,68.781,36.968
951,colony_688.tiff,2488,188.409,0.881,634440,634440,1.279,0.782,0.97,1,61.061,45.415
952,colony_689.tiff,2335,187.095,0.838,595425,595425,1.585,0.631,0.969,1,65.208,38.895
953,colony_69.tiff,2334,296.191,0.334,595170,595170,2.998,0.334,0.754,1,98.142,30.241
953,colony_69.tiff,2334,296.191,0.334,595170,595170,2.998,0.334,0.754,1,18.087,11.756
954,colony_690.tiff,1801,178.995,0.706,459255,459255,1.581,0.632,0.914,1,58.953,36.154
955,colony_691.tiff,2655,197.137,0.858,677025,677025,1.349,0.741,0.965,1,64.467,46.038
956,colony_692.tiff,2159,177.823,0.858,550545,550545,1.441,0.694,0.97,1,63.033,43.065
957,colony_693.tiff,1720,161.924,0.824,438600,438600,1.172,0.853,0.934,1,50.068,40.637
958,colony_694.tiff,2045,176.995,0.82,521475,521475,1.508,0.663,0.943,1,61.449,38.685
959,colony_695.tiff,2104,181.823,0.8,536520,536520,1.643,0.609,0.939,1,64.509,37.501
960,colony_696.tiff,1676,155.338,0.873,427380,427380,1.382,0.724,0.964,1,55.211,39.02
961,colony_697.tiff,2691,198.309,0.86,686205,686205,1.452,0.689,0.969,1,64.899,45.535
962,colony_698.tiff,2307,182.409,0.871,588285,588285,1.303,0.768,0.969,1,60.412,42.447
963,colony_699.tiff,2540,191.823,0.867,647700,647700,1.388,0.72,0.972,1,64.66,46.255
964,colony_7.tiff,2221,180.652,0.855,566355,566355,1.431,0.699,0.965,1,61.725,38.512
965,colony_70.tiff,2003,167.095,0.901,510765,510765,1.102,0.907,0.97,1,46.767,42.145
966,colony_700.tiff,1929,165.095,0.889,491895,491895,1.305,0.766,0.968,1,54.685,41.723
967,colony_701.tiff,2447,185.823,0.891,623985,623985,1.258,0.795,0.971,1,50.714,39.944
968,colony_702.tiff,2438,184.894,0.896,621690,621690,1.187,0.843,0.971,1,55.539,47.111
969,colony_703.tiff,2490,189.924,0.867,634950,634950,1.456,0.687,0.973,1,57.222,40.03
970,colony_704.tiff,2249,184.451,0.831,573495,573495,1.72,0.582,0.97,1,68.78,40.337
971,colony_705.tiff,2259,178.167,0.894,576045,576045,1.346,0.743,0.973,1,61.445,44.199
972,colony_706.tiff,1344,180.024,0.521,342720,342720,3.071,0.326,0.866,1,70.036,22.452
973,colony_707.tiff,2707,196.309,0.883,690285,690285,1.293,0.773,0.97,1,59.181,46.277
974,colony_708.tiff,2141,175.238,0.876,545955,545955,1.267,0.789,0.967,1,58.002,44.649
975,colony_709.tiff,2403,183.48,0.897,612765,612765,1.185,0.844,0.971,1,57.422,47.273
976,colony_71.tiff,3242,229.865,0.771,826710,826710,1.498,0.668,0.923,1,77.535,50.628
977,colony_710.tiff,2276,185.723,0.829,580380,580380,1.582,0.632,0.966,1,60.142,40.859
978,colony_711.tiff,1882,164.167,0.878,479910,479910,1.074,0.931,0.966,1,50.623,46.983
979,colony_712.tiff,1792,161.924,0.859,456960,456960,1.398,0.715,0.966,1,54.53,40.231
980,colony_713.tiff,2301,183.338,0.86,586755,586755,1.416,0.706,0.971,1,62.786,44.168
981,colony_714.tiff,1831,163.581,0.86,466905,466905,1.477,0.677,0.966,1,57.177,39.148
982,colony_715.tiff,2133,177.924,0.847,543915,543915,1.177,0.85,0.958,1,52.334,44.036
983,colony_716.tiff,2145,172.752,0.903,546975,546975,1.133,0.883,0.97,1,51.88,46.458
984,colony_717.tiff,1087,208.51,0.314,277185,277185,6.741,0.148,0.812,1,99.569,16.304
985,colony_718.tiff,1594,195.48,0.524,406470,406470,1.605,0.623,0.812,1,54.925,31.573
986,colony_719.tiff,2224,180.853,0.854,567120,567120,1.494,0.669,0.969,1,57.777,38.785
987,colony_72.tiff,4087,270.635,0.701,1042185,1042185,1.564,0.639,0.891,1,86.937,52.46
988,colony_720.tiff,2126,175.238,0.87,542130,542130,1.311,0.763,0.968,1,56.223,42.507
989,colony_721.tiff,2363,186.167,0.857,602565,602565,1.337,0.748,0.956,1,57.664,41.246
990,colony_722.tiff,2724,225.966,0.67,694620,694620,2.07,0.483,0.869,1,84.116,38.523
991,colony_723.tiff,2574,191.966,0.878,656370,656370,1.23,0.813,0.966,1,59.724,47.562
992,colony_724.tiff,1800,161.823,0.864,459000,459000,1.488,0.672,0.966,1,54.881,37.514
993,colony_725.tiff,1249,132.225,0.898,318495,318495,1.245,0.803,0.966,1,42.755,33.383
994,colony_726.tiff,1879,162.853,0.89,479145,479145,1.305,0.766,0.969,1,46.61,36.796
995,colony_727.tiff,2234,177.823,0.888,569670,569670,1.208,0.828,0.97,1,56.856,47.7
998,colony_729.tiff,2063,174.024,0.856,526065,526065,1.504,0.665,0.966,1,53.559,34.97
999,colony_73.tiff,2511,194.309,0.836,640305,640305,1.601,0.625,0.969,1,70.792,43.219
1000,colony_730.tiff,2264,182.51,0.854,577320,577320,1.275,0.784,0.935,1,56.645,43.831
1001,colony_731.tiff,1990,173.782,0.828,507450,507450,1.54,0.649,0.967,1,56.773,35.143
1002,colony_732.tiff,2323,179.338,0.908,592365,592365,1.084,0.922,0.973,1,54.377,50.085
1003,colony_733.tiff,1847,165.439,0.848,470985,470985,1.479,0.676,0.967,1,57.293,35.113
1004,colony_734.tiff,1873,166.267,0.851,477615,477615,1.294,0.773,0.955,1,53.453,39.517
1005,colony_735.tiff,2472,190.652,0.855,630360,630360,1.439,0.695,0.963,1,66.424,44.317
1006,colony_736.tiff,1937,169.095,0.851,493935,493935,1.45,0.69,0.964,1,57.643,40.201
1007,colony_737.tiff,2719,198.409,0.868,693345,693345,1.289,0.776,0.968,1,62.175,47.407
1008,colony_738.tiff,2211,177.924,0.878,563805,563805,1.261,0.793,0.969,1,55.297,43.472
1009,colony_739.tiff,3920,241.137,0.847,999600,999600,1.452,0.689,0.974,1,84.305,55.714
1010,colony_74.tiff,2063,172.51,0.871,526065,526065,1.346,0.743,0.968,1,53.738,40.705
1011,colony_740.tiff,1823,199.179,0.577,464865,464865,1.622,0.617,0.882,1,64.493,39.485
1012,colony_741.tiff,1680,155.196,0.877,428400,428400,1.241,0.806,0.959,1,50.581,37.23
1013,colony_742.tiff,1810,160.51,0.883,461550,461550,1.352,0.74,0.968,1,52.74,40.003
1014,colony_743.tiff,2156,175.681,0.878,549780,549780,1.358,0.737,0.969,1,51.829,38.52
1015,colony_744.tiff,2750,200.066,0.863,701250,701250,1.438,0.696,0.971,1,68.5,47.788
1016,colony_745.tiff,2356,193.581,0.79,600780,600780,1.2,0.833,0.848,1,51.137,43.323
1017,colony_746.tiff,2042,172.409,0.863,520710,520710,1.236,0.809,0.953,1,54.573,44.165
1018,colony_747.tiff,2740,199.338,0.867,698700,698700,1.408,0.71,0.972,1,65.741,46.753
1019,colony_748.tiff,1881,166.51,0.853,479655,479655,1.438,0.696,0.965,1,56.881,39.374
1020,colony_749.tiff,2417,186.652,0.872,616335,616335,1.382,0.723,0.97,1,55.692,41.449
1021,colony_75.tiff,1572,149.196,0.887,400860,400860,1.338,0.748,0.97,1,49.636,35.451
1022,colony_750.tiff,2045,174.267,0.846,521475,521475,1.539,0.65,0.968,1,59.774,36.318
1023,colony_751.tiff,1672,183.539,0.624,426360,426360,2.632,0.38,0.946,1,67.821,28.555
1024,colony_752.tiff,1791,162.409,0.853,456705,456705,1.267,0.789,0.954,1,51.547,40.089
1025,colony_753.tiff,1408,140.953,0.891,359040,359040,1.306,0.766,0.964,1,44.123,34.426
1026,colony_754.tiff,2823,200.652,0.881,719865,719865,1.243,0.804,0.973,1,64.476,51.423
1027,colony_755.tiff,1737,160.752,0.845,442935,442935,1.556,0.643,0.963,1,54.742,36.331
1028,colony_756.tiff,2141,176.066,0.868,545955,545955,1.154,0.867,0.965,1,52.592,46.217
1029,colony_757.tiff,1917,163.196,0.905,488835,488835,1.211,0.826,0.974,1,50.634,42.044
1030,colony_758.tiff,2025,172.51,0.855,516375,516375,1.465,0.683,0.967,1,55.764,37.514
1031,colony_759.tiff,2726,196.752,0.885,695130,695130,1.283,0.779,0.973,1,56.836,46.977
1032,colony_76.tiff,2353,183.924,0.874,600015,600015,1.349,0.741,0.97,1,58.292,43.554
1033,colony_760.tiff,2743,195.581,0.901,699465,699465,1.121,0.892,0.975,1,53.898,45.758
1034,colony_761.tiff,2036,171.581,0.869,519180,519180,1.372,0.729,0.966,1,56.796,39.68
1035,colony_762.tiff,1378,173.054,0.578,351390,351390,3.067,0.326,0.942,1,74.528,24.362
1036,colony_763.tiff,1758,158.51,0.879,448290,448290,1.368,0.731,0.967,1,53.801,38.622
1037,colony_764.tiff,2223,180.167,0.861,566865,566865,1.434,0.697,0.968,1,63.544,41.697
1038,colony_765.tiff,1648,155.581,0.856,420240,420240,1.564,0.639,0.965,1,56.994,35.99
1039,colony_766.tiff,1976,168.853,0.871,503880,503880,1.435,0.697,0.969,1,51.906,35.298
1040,colony_767.tiff,4079,241.765,0.877,1040145,1040145,1.107,0.903,0.967,1,72.835,63.561
1041,colony_768.tiff,2432,187.723,0.867,620160,620160,1.21,0.826,0.966,1,57.462,46.953
1042,colony_769.tiff,1938,167.48,0.868,494190,494190,1.228,0.814,0.957,1,52.379,41.81
1043,colony_77.tiff,2174,176.853,0.873,554370,554370,1.384,0.722,0.972,1,57.03,39.896
1044,colony_770.tiff,2127,174.752,0.875,542385,542385,1.235,0.809,0.967,1,49.083,41.064
1045,colony_771.tiff,701,99.497,0.89,178755,178755,1.357,0.737,0.959,1,35.536,25.69
1046,colony_772.tiff,2289,180.652,0.881,583695,583695,1.301,0.768,0.969,1,58.432,41.75
1047,colony_773.tiff,1015,149.296,0.572,258825,258825,2.421,0.413,0.873,1,63.806,22.489
1048,colony_774.tiff,2785,203.238,0.847,710175,710175,1.413,0.708,0.971,1,67.617,47.64
1049,colony_775.tiff,1620,156.125,0.835,413100,413100,1.637,0.611,0.961,1,53.123,33.747
1050,colony_776.tiff,595,92.912,0.866,151725,151725,1.396,0.716,0.944,1,33.601,23.418
1051,colony_777.tiff,1989,165.338,0.914,507195,507195,1.088,0.919,0.971,1,49.276,47.13
1052,colony_778.tiff,1668,154.267,0.881,425340,425340,1.229,0.814,0.964,1,48.009,39.622
1053,colony_779.tiff,2821,198.894,0.896,719355,719355,1.212,0.825,0.973,1,62.192,50.261
1054,colony_78.tiff,2288,178.267,0.905,583440,583440,1.194,0.838,0.974,1,56.745,46.873
1055,colony_780.tiff,1992,168.61,0.881,507960,507960,1.286,0.778,0.969,1,51.952,36.811
1056,colony_781.tiff,2247,180.167,0.87,572985,572985,1.358,0.736,0.969,1,55.365,42.223
1057,colony_782.tiff,2199,175.439,0.898,560745,560745,1.209,0.827,0.973,1,56.814,46.346
1058,colony_783.tiff,1593,153.581,0.849,406215,406215,1.536,0.651,0.96,1,51.502,34.364
1059,colony_784.tiff,3066,221.581,0.785,781830,781830,1.791,0.558,0.958,1,76.244,41.815
1060,colony_785.tiff,2166,175.581,0.883,552330,552330,1.315,0.761,0.97,1,59.574,43.322
1061,colony_786.tiff,1930,168.752,0.852,492150,492150,1.464,0.683,0.962,1,59.323,39.835
1062,colony_787.tiff,2160,174.267,0.894,550800,550800,1.26,0.793,0.973,1,55.051,45.493
1063,colony_788.tiff,2802,202.894,0.855,714510,714510,1.517,0.659,0.974,1,66.64,43.486
1064,colony_789.tiff,1774,159.924,0.872,452370,452370,1.38,0.724,0.967,1,55.121,40.331
1065,colony_79.tiff,2144,179.48,0.836,546720,546720,1.413,0.707,0.953,1,57.716,41.01
1066,colony_790.tiff,1325,135.296,0.91,337875,337875,1.135,0.881,0.968,1,40.768,36.54
1067,colony_791.tiff,2351,183.581,0.877,599505,599505,1.354,0.739,0.973,1,61.986,45.909
1068,colony_792.tiff,2225,179.095,0.872,567375,567375,1.304,0.767,0.966,1,54.499,40.417
1069,colony_793.tiff,2149,184.652,0.792,547995,547995,1.339,0.747,0.889,1,49.809,38.011
1070,colony_794.tiff,2719,201.924,0.838,693345,693345,1.607,0.622,0.973,1,66.972,41.559
1071,colony_795.tiff,1755,181.296,0.671,447525,447525,2.588,0.386,0.967,1,68.752,27.168
1072,colony_796.tiff,1949,166.024,0.889,496995,496995,1.324,0.755,0.968,1,56.364,42.74
1073,colony_797.tiff,2862,202.551,0.877,729810,729810,1.305,0.766,0.968,1,67.747,51.307
1074,colony_798.tiff,1983,167.338,0.89,505665,505665,1.067,0.937,0.965,1,45.934,44.156
1075,colony_799.tiff,2215,183.095,0.83,564825,564825,1.567,0.638,0.966,1,58.067,39.074
1076,colony_8.tiff,1951,170.409,0.844,497505,497505,1.52,0.658,0.964,1,59.537,36.185
1077,colony_80.tiff,2717,256.451,0.519,692835,692835,1.658,0.603,0.802,1,75.927,46.048
1078,colony_800.tiff,2111,176.652,0.85,538305,538305,1.542,0.648,0.968,1,64.163,40.68
1079,colony_801.tiff,2722,198.267,0.87,694110,694110,1.388,0.721,0.975,1,63.141,44.182
1080,colony_802.tiff,1462,142.711,0.902,372810,372810,1.02,0.98,0.963,1,41.737,39.109
1081,colony_803.tiff,2172,178.61,0.856,553860,553860,1.402,0.713,0.963,1,56.631,39.165
1082,colony_804.tiff,2226,178.167,0.881,567630,567630,1.244,0.804,0.968,1,58.206,47.337
1083,colony_805.tiff,2842,207.581,0.829,724710,724710,1.2,0.833,0.953,1,62.711,49.114
1084,colony_806.tiff,1810,210.711,0.512,461550,461550,3.856,0.259,0.916,1,92.013,23.303
1085,colony_807.tiff,2221,176.167,0.899,566355,566355,1.179,0.848,0.971,1,53.748,47.33
1086,colony_808.tiff,2275,181.238,0.87,580125,580125,1.507,0.664,0.972,1,64.514,42.235
1087,colony_809.tiff,2039,170.853,0.878,519945,519945,1.392,0.718,0.97,1,53.924,42.053
1088,colony_81.tiff,1958,169.338,0.858,499290,499290,1.416,0.706,0.965,1,55.449,37.406
1089,colony_810.tiff,2583,191.439,0.886,658665,658665,1.357,0.737,0.977,1,60.34,45.81
1090,colony_811.tiff,2135,172.267,0.904,544425,544425,1.123,0.89,0.97,1,48.863,44.298
1091,colony_812.tiff,2203,178.995,0.864,561765,561765,1.393,0.718,0.969,1,58.295,42.481
1092,colony_813.tiff,1501,151.782,0.819,382755,382755,1.393,0.718,0.944,1,48.501,35.86
1093,colony_814.tiff,1910,166.51,0.866,487050,487050,1.28,0.781,0.959,1,52.667,41.074
1094,colony_815.tiff,2937,202.066,0.904,748935,748935,1.177,0.85,0.975,1,63.818,55.504
1095,colony_816.tiff,1660,156.267,0.854,423300,423300,1.371,0.73,0.956,1,49.669,38.554
1096,colony_817.tiff,2159,205.238,0.644,550545,550545,2.68,0.373,0.956,1,84.765,31.499
1097,colony_818.tiff,2057,187.338,0.737,524535,524535,1.885,0.53,0.938,1,67.209,33.172
1098,colony_819.tiff,1256,142.024,0.782,320280,320280,1.665,0.601,0.942,1,51.432,30.722
1099,colony_82.tiff,1959,167.681,0.876,499545,499545,1.229,0.814,0.965,1,51.413,42.596
1100,colony_820.tiff,2661,195.338,0.876,678555,678555,1.401,0.714,0.975,1,56.952,39.504
1101,colony_821.tiff,2370,183.095,0.888,604350,604350,1.312,0.762,0.974,1,59.33,44.917
1102,colony_822.tiff,1972,167.238,0.886,502860,502860,1.342,0.745,0.97,1,57.51,41.822
1103,colony_823.tiff,2961,206.309,0.874,755055,755055,1.328,0.753,0.973,1,64.732,48.682
1104,colony_824.tiff,2164,179.137,0.847,551820,551820,1.574,0.635,0.965,1,64.446,39.257
1105,colony_825.tiff,1885,167.095,0.848,480675,480675,1.497,0.668,0.967,1,58.503,37.76
1106,colony_826.tiff,2092,171.924,0.889,533460,533460,1.07,0.934,0.966,1,51.585,45.119
1107,colony_827.tiff,2743,197.823,0.881,699465,699465,1.232,0.812,0.969,1,52.407,45.286
1108,colony_828.tiff,1039,156.409,0.534,264945,264945,2.804,0.357,0.876,1,63.056,22.373
1109,colony_829.tiff,1793,164.853,0.829,457215,457215,1.38,0.725,0.934,1,50.628,36.491
1110,colony_83.tiff,1767,159.095,0.877,450585,450585,1.298,0.77,0.964,1,50.161,39.191
1111,colony_830.tiff,1965,170.167,0.853,501075,501075,1.465,0.683,0.967,1,58.212,39.195
1112,colony_831.tiff,2519,187.823,0.897,642345,642345,1.219,0.82,0.973,1,50.114,39.965
1113,colony_832.tiff,2328,182.652,0.877,593640,593640,1.281,0.78,0.97,1,61.351,46.633
1114,colony_833.tiff,1871,164.167,0.872,477105,477105,1.489,0.672,0.97,1,54.495,36.915
1115,colony_834.tiff,2628,192.652,0.89,670140,670140,1.303,0.767,0.97,1,60.346,48.064
1116,colony_835.tiff,2206,177.095,0.884,562530,562530,1.317,0.76,0.97,1,52.827,39.768
1117,colony_836.tiff,1784,159.338,0.883,454920,454920,1.303,0.768,0.966,1,50.058,38.764
1118,colony_837.tiff,1544,149.439,0.869,393720,393720,1.205,0.83,0.964,1,44.624,36.208
1119,colony_838.tiff,2527,188.752,0.891,644385,644385,1.144,0.874,0.972,1,53.396,42.421
1120,colony_839.tiff,2498,231.38,0.586,636990,636990,2.892,0.346,0.928,1,92.235,31.501
1121,colony_84.tiff,2265,181.924,0.86,577575,577575,1.349,0.741,0.965,1,56.484,39.786
1122,colony_840.tiff,2493,186.995,0.896,635715,635715,1.171,0.854,0.97,1,56.642,46.531
1123,colony_841.tiff,1984,170.409,0.859,505920,505920,1.454,0.688,0.962,1,57.936,40.678
1124,colony_842.tiff,2936,205.966,0.87,748680,748680,1.403,0.713,0.973,1,67.77,47.646
1125,colony_843.tiff,4957,266.593,0.876,1264035,1264035,1.179,0.848,0.959,1,79.17,65.519
1126,colony_844.tiff,1861,165.681,0.852,474555,474555,1.398,0.715,0.965,1,52.852,36.714
1127,colony_845.tiff,2796,198.551,0.891,712980,712980,1.192,0.839,0.971,1,58.939,51.76
1128,colony_846.tiff,1873,163.681,0.879,477615,477615,1.298,0.771,0.967,1,50.926,40.753
