 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,Major,Minor
216,1 pat p17 7 day od 10x 5_colony_239.tiff,1023,132.953,0.727,260865,260865,1.314,0.761,0.899,41.377,31.479
217,1 pat p17 7 day od 10x 5_colony_240.tiff,348,70.426,0.882,88740,88740,1.571,0.637,0.944,26.382,16.795
218,1 pat p17 7 day od 10x 5_colony_241.tiff,443,81.397,0.84,112965,112965,1.221,0.819,0.922,26.238,21.497
219,1 pat p17 7 day od 10x 5_colony_242.tiff,423,82.184,0.787,107865,107865,2.047,0.489,0.943,34.525,17.517
220,1 pat p17 7 day od 10x 5_colony_243.tiff,450,80.669,0.869,114750,114750,1.235,0.81,0.935,26.603,21.537
221,1 pat p17 7 day od 10x 5_colony_244.tiff,238,61.113,0.801,60690,60690,1.663,0.601,0.917,22.446,13.5
222,1 pat p17 7 day od 10x 5_colony_245.tiff,311,70.426,0.788,79305,79305,1.552,0.644,0.908,24.792,15.972
223,1 pat p17 7 day od 10x 5_colony_248.tiff,248,60.426,0.854,63240,63240,1.699,0.589,0.931,23.163,13.632
224,1 pat p17 7 day od 10x 5_colony_249.tiff,364,75.497,0.803,92820,92820,1.966,0.509,0.943,30.182,15.355
225,1 pat p17 7 day od 10x 5_colony_250.tiff,274,64.426,0.83,69870,69870,1.406,0.711,0.913,22.146,15.753
226,1 pat p17 7 day od 10x 5_colony_252.tiff,198,56.527,0.779,50490,50490,2.028,0.493,0.912,22.611,11.15
227,1 pat p17 7 day od 10x 5_colony_254.tiff,353,72.083,0.854,90015,90015,1.593,0.628,0.924,26.757,16.798
228,1 pat p17 7 day od 10x 5_colony_255.tiff,365,72.912,0.863,93075,93075,1.363,0.734,0.924,25.165,18.468
229,1 pat p17 7 day od 10x 5_colony_256.tiff,250,60.426,0.86,63750,63750,1.626,0.615,0.929,22.752,13.991
230,1 pat p17 7 day od 10x 5_colony_257.tiff,379,72.426,0.908,96645,96645,1.231,0.813,0.942,24.37,19.801
231,1 pat p17 7 day od 10x 5_colony_258.tiff,570,97.255,0.757,145350,145350,1.649,0.607,0.9,38.112,25.056
232,1 pat p17 7 day od 10x 5_colony_261.tiff,131,41.456,0.958,33405,33405,1.295,0.772,0.939,15.8,12.249
233,1 pat p17 7 day od 10x 5_colony_262.tiff,273,62.184,0.887,69615,69615,1.174,0.852,0.932,20.203,17.205
234,1 pat p17 7 day od 10x 5_colony_263.tiff,453,79.497,0.901,115515,115515,1.102,0.907,0.942,25.216,22.874
235,1 pat p17 7 day od 10x 5_colony_264.tiff,284,64.426,0.86,72420,72420,1.454,0.688,0.927,22.932,15.768
236,1 pat p17 7 day od 10x 5_colony_266.tiff,369,74.669,0.832,94095,94095,1.596,0.627,0.917,27.38,17.159
237,1 pat p17 7 day od 10x 5_colony_267.tiff,217,54.527,0.917,55335,55335,1.349,0.741,0.933,20.244,15.283
238,1 pat p17 7 day od 10x 5_colony_268.tiff,306,66.184,0.878,78030,78030,1.482,0.675,0.936,24.026,16.216
239,1 pat p17 7 day od 10x 5_colony_269.tiff,257,59.355,0.917,65535,65535,1.196,0.836,0.938,19.786,16.538
240,1 pat p17 7 day od 10x 5_colony_270.tiff,228,56.284,0.904,58140,58140,1.352,0.739,0.938,22.341,16.813
241,1 pat p17 7 day od 10x 5_colony_271.tiff,277,64.77,0.83,70635,70635,1.694,0.59,0.928,26.483,16.346
242,1 pat p17 7 day od 10x 5_colony_272.tiff,237,60.77,0.806,60435,60435,1.613,0.62,0.908,25.454,17.307
243,1 pat p17 7 day od 10x 5_colony_273.tiff,434,77.255,0.914,110670,110670,1.258,0.795,0.95,27.615,22.039
244,1 pat p17 7 day od 10x 5_colony_274.tiff,326,68.284,0.879,83130,83130,1.301,0.768,0.953,23.241,17.86
245,1 pat p17 7 day od 10x 5_colony_276.tiff,330,67.012,0.923,84150,84150,1.374,0.728,0.948,24.031,17.485
246,1 pat p17 7 day od 10x 5_colony_277.tiff,290,63.012,0.918,73950,73950,1.189,0.841,0.929,22.585,19.563
247,1 pat p17 7 day od 10x 5_colony_278.tiff,252,59.841,0.884,64260,64260,1.341,0.746,0.923,20.743,15.468
248,1 pat p17 7 day od 10x 5_colony_280.tiff,301,63.841,0.928,76755,76755,1.049,0.954,0.935,21.655,20.755
249,1 pat p17 7 day od 10x 5_colony_281.tiff,281,66.426,0.8,71655,71655,1.547,0.646,0.914,26.496,19.75
250,1 pat p17 7 day od 10x 5_colony_283.tiff,223,54.527,0.943,56865,56865,1.311,0.763,0.943,20.631,15.984
251,1 pat p17 7 day od 10x 5_colony_284.tiff,455,82.569,0.839,116025,116025,1.671,0.598,0.939,31.117,18.618
252,1 pat p17 7 day od 10x 6_colony_286.tiff,290,65.598,0.847,73950,73950,1.599,0.625,0.927,24.301,15.195
253,1 pat p17 7 day od 10x 6_colony_287.tiff,462,82.083,0.862,117810,117810,1.552,0.644,0.944,30.219,19.465
254,1 pat p17 7 day od 10x 6_colony_288.tiff,348,71.841,0.847,88740,88740,1.617,0.619,0.932,28.796,18.482
255,1 pat p17 7 day od 10x 6_colony_289.tiff,299,65.012,0.889,76245,76245,1.414,0.707,0.931,25.408,18.842
256,1 pat p17 7 day od 10x 6_colony_290.tiff,304,66.083,0.875,77520,77520,1.544,0.648,0.933,27.316,17.992
257,1 pat p17 7 day od 10x 6_colony_292.tiff,326,67.255,0.906,83130,83130,1.29,0.775,0.941,23.136,17.941
258,1 pat p17 7 day od 10x 6_colony_295.tiff,327,69.355,0.854,83385,83385,1.307,0.765,0.938,23.324,17.851
259,1 pat p17 7 day od 10x 6_colony_296.tiff,248,59.113,0.892,63240,63240,1.373,0.728,0.943,22.406,16.934
260,1 pat p17 7 day od 10x 6_colony_297.tiff,460,89.154,0.727,117300,117300,1.467,0.682,0.865,29.312,19.981
261,1 pat p17 7 day od 10x 6_colony_298.tiff,479,82.569,0.883,122145,122145,1.577,0.634,0.951,31.013,19.665
262,1 pat p17 7 day od 10x 6_colony_299.tiff,333,70.184,0.85,84915,84915,1.572,0.636,0.935,27.65,18.143
263,1 pat p17 7 day od 10x 6_colony_300.tiff,385,75.255,0.854,98175,98175,1.461,0.685,0.93,26.757,18.32
264,1 pat p17 7 day od 10x 6_colony_301.tiff,401,79.154,0.804,102255,102255,1.718,0.582,0.93,31.986,20.142
265,1 pat p17 7 day od 10x 6_colony_302.tiff,264,61.598,0.874,67320,67320,1.495,0.669,0.928,26.4,18.231
266,1 pat p17 7 day od 10x 6_colony_303.tiff,387,75.497,0.853,98685,98685,1.566,0.639,0.936,27.775,17.74
267,1 pat p17 7 day od 10x 6_colony_304.tiff,334,67.841,0.912,85170,85170,1.346,0.743,0.944,27.127,19.854
268,1 pat p17 7 day od 10x 6_colony_305.tiff,315,67.255,0.875,80325,80325,1.587,0.63,0.933,25.23,15.896
269,1 pat p17 7 day od 10x 6_colony_306.tiff,336,67.012,0.94,85680,85680,1.256,0.796,0.949,23.179,18.456
270,1 pat p17 7 day od 10x 6_colony_308.tiff,334,69.841,0.86,85170,85170,1.45,0.69,0.928,27.42,19.781
271,1 pat p17 7 day od 10x 6_colony_309.tiff,459,79.74,0.907,117045,117045,1.226,0.816,0.944,28.585,23.607
272,1 pat p17 7 day od 10x 6_colony_310.tiff,380,73.255,0.89,96900,96900,1.235,0.81,0.936,27.236,21.972
273,1 pat p17 7 day od 10x 6_colony_311.tiff,497,82.083,0.927,126735,126735,1.295,0.772,0.957,29.979,23.274
274,1 pat p17 7 day od 10x 6_colony_312.tiff,451,78.912,0.91,115005,115005,1.076,0.929,0.943,27.081,24.683
275,1 pat p17 7 day od 10x 6_colony_313.tiff,366,73.355,0.855,93330,93330,1.601,0.625,0.937,27.315,17.06
276,1 pat p17 7 day od 10x 6_colony_314.tiff,446,79.255,0.892,113730,113730,1.372,0.729,0.945,27.911,20.345
277,1 pat p17 7 day od 10x 6_colony_315.tiff,289,64.083,0.884,73695,73695,1.225,0.816,0.928,21.235,17.328
278,1 pat p17 7 day od 10x 6_colony_316.tiff,339,67.598,0.932,86445,86445,1.259,0.794,0.951,23.314,18.513
279,1 pat p17 7 day od 10x 6_colony_317.tiff,277,67.012,0.775,70635,70635,1.615,0.619,0.884,27.241,17.574
280,1 pat p17 7 day od 10x 6_colony_318.tiff,308,65.941,0.89,78540,78540,1.37,0.73,0.949,23.182,16.917
281,1 pat p17 7 day od 10x 6_colony_319.tiff,431,78.326,0.883,109905,109905,1.38,0.725,0.939,27.521,19.94
282,1 pat p17 7 day od 10x 6_colony_320.tiff,300,65.255,0.885,76500,76500,1.258,0.795,0.926,25.151,20.452
283,1 pat p17 7 day od 10x 6_colony_321.tiff,382,74.912,0.855,97410,97410,1.476,0.678,0.929,26.792,18.154
284,1 pat p17 7 day od 10x 6_colony_322.tiff,228,56.184,0.908,58140,58140,1.173,0.852,0.934,19.952,17.422
285,1 pat p17 7 day od 10x 6_colony_323.tiff,547,87.497,0.898,139485,139485,1.264,0.791,0.948,30.524,24.319
286,1 pat p17 7 day od 10x 6_colony_324.tiff,261,60.77,0.888,66555,66555,1.56,0.641,0.946,22.44,14.355
287,1 pat p17 7 day od 10x 6_colony_325.tiff,296,65.598,0.864,75480,75480,1.437,0.696,0.925,23.273,16.194
288,1 pat p17 7 day od 10x 6_colony_326.tiff,336,72.326,0.807,85680,85680,1.773,0.564,0.918,30.067,18.378
289,1 pat p17 7 day od 10x 6_colony_327.tiff,388,75.497,0.855,98940,98940,1.383,0.723,0.932,26.134,18.903
290,1 pat p17 7 day od 10x 6_colony_328.tiff,242,61.355,0.808,61710,61710,1.798,0.556,0.915,26.105,15.266
291,1 pat p17 7 day od 10x 6_colony_329.tiff,424,77.255,0.893,108120,108120,1.404,0.712,0.949,30.142,21.12
292,1 pat p17 7 day od 10x 6_colony_330.tiff,310,65.841,0.899,79050,79050,1.339,0.747,0.932,25.304,19.171
293,1 pat p17 7 day od 10x 6_colony_331.tiff,317,67.598,0.872,80835,80835,1.48,0.676,0.936,24.437,16.517
294,1 pat p17 7 day od 10x 6_colony_332.tiff,290,65.255,0.856,73950,73950,1.487,0.673,0.921,23.43,15.759
295,1 pat p17 7 day od 10x 6_colony_333.tiff,337,68.77,0.895,85935,85935,1.497,0.668,0.951,25.346,16.929
296,1 pat p17 7 day od 10x 6_colony_334.tiff,309,67.355,0.856,78795,78795,1.557,0.642,0.942,26.678,17.611
297,1 pat p17 7 day od 10x 6_colony_335.tiff,262,62.184,0.851,66810,66810,1.559,0.642,0.927,22.802,14.63
298,1 pat p17 7 day od 10x 6_colony_336.tiff,331,70.426,0.839,84405,84405,1.361,0.735,0.907,23.952,17.595
299,1 pat p17 7 day od 10x 6_colony_337.tiff,295,68.083,0.8,75225,75225,1.392,0.719,0.891,22.863,16.428
300,1 pat p17 7 day od 10x 6_colony_338.tiff,447,82.426,0.827,113985,113985,1.594,0.627,0.944,30.123,18.894
301,1 pat p17 7 day od 10x 6_colony_339.tiff,460,93.255,0.665,117300,117300,1.699,0.589,0.884,31.541,18.569
302,1 pat p17 7 day od 10x 6_colony_340.tiff,623,99.054,0.798,158865,158865,1.616,0.619,0.932,35.801,22.157
303,1 pat p17 7 day od 10x 6_colony_341.tiff,336,69.497,0.874,85680,85680,1.403,0.713,0.927,24.496,17.464
304,1 pat p17 7 day od 10x 6_colony_342.tiff,336,73.255,0.787,85680,85680,1.824,0.548,0.918,27.935,15.314
305,1 pat p17 7 day od 10x 6_colony_343.tiff,389,74.184,0.888,99195,99195,1.262,0.792,0.942,25.003,19.809
306,1 pat p17 7 day od 10x 7_colony_344.tiff,364,75.154,0.81,92820,92820,1.74,0.575,0.923,31.294,19.326
307,1 pat p17 7 day od 10x 7_colony_345.tiff,290,65.012,0.862,73950,73950,1.556,0.643,0.931,27.54,17.846
308,1 pat p17 7 day od 10x 7_colony_346.tiff,290,64.77,0.869,73950,73950,1.572,0.636,0.94,26.698,17.598
309,1 pat p17 7 day od 10x 7_colony_347.tiff,322,66.77,0.908,82110,82110,1.416,0.706,0.947,24.094,17.016
310,1 pat p17 7 day od 10x 7_colony_350.tiff,400,77.74,0.832,102000,102000,1.468,0.681,0.907,27.343,18.626
310,1 pat p17 7 day od 10x 7_colony_350.tiff,400,77.74,0.832,102000,102000,1.468,0.681,0.907,1.128,1.128
311,1 pat p17 7 day od 10x 7_colony_353.tiff,298,66.184,0.855,75990,75990,1.582,0.632,0.93,24.501,15.486
312,1 pat p17 7 day od 10x 7_colony_354.tiff,331,72.326,0.795,84405,84405,1.872,0.534,0.922,28.088,15.004
313,1 pat p17 7 day od 10x 7_colony_355.tiff,270,60.184,0.937,68850,68850,1.1,0.91,0.941,24.575,21.242
314,1 pat p17 7 day od 10x 7_colony_356.tiff,343,70.083,0.878,87465,87465,1.202,0.832,0.922,22.911,19.061
315,1 pat p17 7 day od 10x 7_colony_357.tiff,380,72.426,0.91,96900,96900,1.436,0.696,0.951,26.359,18.356
316,1 pat p17 7 day od 10x 7_colony_358.tiff,265,67.355,0.734,67575,67575,2.373,0.421,0.927,28.297,11.924
317,1 pat p17 7 day od 10x 7_colony_359.tiff,265,61.012,0.895,67575,67575,1.368,0.731,0.936,21.481,15.707
318,1 pat p17 7 day od 10x 7_colony_360.tiff,471,85.397,0.812,120105,120105,1.487,0.673,0.915,29.858,20.085
319,1 pat p17 7 day od 10x 7_colony_361.tiff,369,70.77,0.926,94095,94095,1.167,0.857,0.946,23.419,20.062
320,1 pat p17 7 day od 10x 7_colony_362.tiff,299,63.941,0.919,76245,76245,1.341,0.746,0.945,24.028,18.069
321,1 pat p17 7 day od 10x 7_colony_363.tiff,314,66.77,0.885,80070,80070,1.487,0.673,0.94,25.93,17.873
322,1 pat p17 7 day od 10x 7_colony_364.tiff,273,63.255,0.857,69615,69615,1.151,0.869,0.907,24.692,21.812
323,1 pat p17 7 day od 10x 7_colony_365.tiff,304,69.012,0.802,77520,77520,1.768,0.565,0.927,26.162,14.795
324,1 pat p17 7 day od 10x 7_colony_366.tiff,307,67.255,0.853,78285,78285,1.546,0.647,0.929,24.583,15.901
325,1 pat p17 7 day od 10x 7_colony_367.tiff,265,61.355,0.885,67575,67575,1.447,0.691,0.933,23.803,16.796
326,1 pat p17 7 day od 10x 7_colony_368.tiff,278,61.598,0.921,70890,70890,1.164,0.859,0.924,20.301,17.436
327,1 pat p17 7 day od 10x 7_colony_369.tiff,616,91.841,0.918,157080,157080,1.213,0.824,0.961,30.847,25.426
328,1 pat p17 7 day od 10x 7_colony_370.tiff,300,66.184,0.861,76500,76500,1.441,0.694,0.938,23.462,16.28
329,1 pat p17 7 day od 10x 7_colony_371.tiff,442,85.054,0.768,112710,112710,1.9,0.526,0.918,32.701,17.21
330,1 pat p17 7 day od 10x 7_colony_372.tiff,381,74.912,0.853,97155,97155,1.319,0.758,0.925,25.297,19.177
331,1 pat p17 7 day od 10x 7_colony_373.tiff,316,66.184,0.907,80580,80580,1.401,0.714,0.945,25.36,18.326
332,1 pat p17 7 day od 10x 7_colony_374.tiff,420,78.083,0.866,107100,107100,1.103,0.906,0.934,24.291,22.015
333,1 pat p17 7 day od 10x 7_colony_375.tiff,363,72.912,0.858,92565,92565,1.464,0.683,0.927,27.867,19.601
334,1 pat p17 7 day od 10x 7_colony_376.tiff,310,66.426,0.883,79050,79050,1.453,0.688,0.935,23.951,16.479
335,1 pat p17 7 day od 10x 7_colony_377.tiff,304,64.184,0.927,77520,77520,1.29,0.775,0.944,22.343,17.324
336,1 pat p17 7 day od 10x 7_colony_378.tiff,244,58.527,0.895,62220,62220,1.167,0.857,0.935,26.296,19.61
337,1 pat p17 7 day od 10x 7_colony_379.tiff,323,71.255,0.799,82365,82365,1.646,0.607,0.926,26.021,15.805
338,1 pat p17 7 day od 10x 7_colony_380.tiff,520,86.083,0.882,132600,132600,1.461,0.684,0.947,32.833,23.112
339,1 pat p17 7 day od 10x 7_colony_381.tiff,328,67.012,0.918,83640,83640,1.232,0.812,0.94,24.589,20.142
340,1 pat p17 7 day od 10x 7_colony_382.tiff,226,56.527,0.889,57630,57630,1.553,0.644,0.932,21.141,13.611
341,1 pat p17 7 day od 10x 7_colony_383.tiff,241,57.698,0.91,61455,61455,1.261,0.793,0.936,22.479,17.672
342,1 pat p17 7 day od 10x 7_colony_384.tiff,347,71.255,0.859,88485,88485,1.404,0.712,0.922,24.904,17.741
343,1 pat p17 7 day od 10x 7_colony_385.tiff,198,52.77,0.894,50490,50490,1.242,0.805,0.912,18.719,15.372
344,1 pat p17 7 day od 10x 7_colony_386.tiff,315,68.426,0.845,80325,80325,1.399,0.715,0.917,26.168,21.701
345,1 pat p17 7 day od 10x 7_colony_387.tiff,294,63.598,0.913,74970,74970,1.213,0.825,0.941,24.232,21.385
346,1 pat p17 7 day od 10x 7_colony_388.tiff,342,71.255,0.846,87210,87210,1.471,0.68,0.913,25.312,17.203
347,1 pat p17 7 day od 10x 7_colony_389.tiff,304,69.355,0.794,77520,77520,1.689,0.592,0.914,27.06,16.75
348,1 pat p17 7 day od 10x 7_colony_390.tiff,600,116.711,0.554,153000,153000,1.322,0.756,0.838,36.726,28.983
349,1 pat p17 7 day od 10x 7_colony_391.tiff,284,63.255,0.892,72420,72420,1.176,0.85,0.922,20.62,17.536
350,1 pat p17 7 day od 10x 7_colony_392.tiff,237,57.941,0.887,60435,60435,1.412,0.708,0.926,22.687,15.995
351,1 pat p17 7 day od 10x 7_colony_393.tiff,318,68.77,0.845,81090,81090,1.641,0.609,0.938,25.779,15.706
352,1 pat p17 7 day od 10x 7_colony_394.tiff,268,62.77,0.855,68340,68340,1.502,0.666,0.904,22.636,15.075
353,1 pat p17 7 day od 10x 7_colony_395.tiff,273,65.012,0.812,69615,69615,1.662,0.602,0.91,27.901,17.888
354,1 pat p17 7 day od 10x 7_colony_396.tiff,221,54.527,0.934,56355,56355,1.2,0.833,0.934,20.348,16.895
355,1 pat p17 7 day od 10x 7_colony_397.tiff,227,56.77,0.885,57885,57885,1.528,0.654,0.928,22.72,15.187
356,1 pat p17 7 day od 10x 7_colony_398.tiff,268,63.841,0.826,68340,68340,1.817,0.55,0.919,26.197,14.824
357,1 pat p17 7 day od 10x 7_colony_399.tiff,261,61.598,0.864,66555,66555,1.328,0.753,0.913,21.008,15.818
358,1 pat p17 7 day od 10x 7_colony_400.tiff,351,70.083,0.898,89505,89505,1.338,0.747,0.937,24.454,18.275
359,1 pat p17 7 day od 10x 7_colony_401.tiff,405,77.74,0.842,103275,103275,1.664,0.601,0.936,31.82,21.608
360,1 pat p17 7 day od 10x 7_colony_402.tiff,392,75.154,0.872,99960,99960,1.129,0.886,0.928,23.737,21.027
361,1 pat p17 7 day od 10x 7_colony_403.tiff,286,63.012,0.905,72930,72930,1.455,0.687,0.938,23.016,15.821
362,1 pat p17 7 day od 10x 7_colony_404.tiff,256,65.598,0.748,65280,65280,1.469,0.681,0.889,21.879,14.898
363,1 pat p17 7 day od 10x 7_colony_405.tiff,287,66.426,0.817,73185,73185,1.294,0.773,0.904,21.743,16.806
364,1 pat p17 7 day od 10x 7_colony_406.tiff,615,92.326,0.907,156825,156825,1.034,0.967,0.948,28.46,27.514
365,1 pat p17 7 day od 10x 7_colony_407.tiff,687,99.397,0.874,175185,175185,1.316,0.76,0.948,33.932,25.778
366,1 pat p17 7 day od 10x 7_colony_408.tiff,308,67.255,0.856,78540,78540,1.596,0.627,0.932,25.017,15.676
367,1 pat p17 7 day od 10x 7_colony_409.tiff,275,63.698,0.852,70125,70125,1.38,0.725,0.932,21.979,15.931
368,1 pat p17 7 day od 10x 8_colony_410.tiff,341,68.184,0.922,86955,86955,1.308,0.765,0.953,26.313,20.081
369,1 pat p17 7 day od 10x 8_colony_411.tiff,292,65.113,0.865,74460,74460,1.055,0.948,0.928,24.796,23.004
370,1 pat p17 7 day od 10x 8_colony_412.tiff,479,80.426,0.931,122145,122145,1.195,0.836,0.959,28.696,24.537
371,1 pat p17 7 day od 10x 8_colony_413.tiff,318,69.841,0.819,81090,81090,1.674,0.598,0.923,28.028,17.172
372,1 pat p17 7 day od 10x 8_colony_417.tiff,255,60.184,0.885,65025,65025,1.617,0.618,0.941,22.913,14.17
373,1 pat p17 7 day od 10x 8_colony_418.tiff,438,81.497,0.829,111690,111690,1.69,0.592,0.94,30.701,18.165
374,1 pat p17 7 day od 10x 8_colony_419.tiff,229,57.941,0.857,58395,58395,1.607,0.622,0.931,21.645,13.47
375,1 pat p17 7 day od 10x 8_colony_420.tiff,368,72.326,0.884,93840,93840,1.36,0.735,0.933,25.241,18.563
376,1 pat p17 7 day od 10x 8_colony_421.tiff,453,80.426,0.88,115515,115515,1.47,0.68,0.951,29.116,19.809
377,1 pat p17 7 day od 10x 8_colony_422.tiff,388,84.669,0.68,98940,98940,1.609,0.622,0.867,28.192,17.523
378,1 pat p17 7 day od 10x 8_colony_423.tiff,318,65.941,0.919,81090,81090,1.217,0.822,0.948,22.198,18.24
379,1 pat p17 7 day od 10x 8_colony_424.tiff,487,85.397,0.839,124185,124185,1.682,0.594,0.94,33.709,20.699
380,1 pat p17 7 day od 10x 8_colony_425.tiff,290,64.184,0.885,73950,73950,1.329,0.753,0.927,22.149,16.67
381,1 pat p17 7 day od 10x 8_colony_426.tiff,346,69.255,0.907,88230,88230,1.104,0.906,0.938,22.049,19.98
382,1 pat p17 7 day od 10x 8_colony_427.tiff,455,81.497,0.861,116025,116025,1.197,0.836,0.917,26.328,22.004
383,1 pat p17 7 day od 10x 8_colony_428.tiff,266,62.426,0.858,67830,67830,1.539,0.65,0.925,22.828,14.836
384,1 pat p17 7 day od 10x 8_colony_429.tiff,343,68.669,0.914,87465,87465,1.205,0.83,0.94,22.937,19.04
385,1 pat p17 7 day od 10x 8_colony_430.tiff,233,57.355,0.89,59415,59415,1.472,0.68,0.934,22.432,15.439
386,1 pat p17 7 day od 10x 8_colony_431.tiff,353,72.083,0.854,90015,90015,1.221,0.819,0.927,23.428,19.185
387,1 pat p17 7 day od 10x 8_colony_432.tiff,259,59.598,0.916,66045,66045,1.292,0.774,0.938,22.968,17.795
388,1 pat p17 7 day od 10x 8_colony_433.tiff,322,65.012,0.957,82110,82110,1.181,0.847,0.95,22.001,18.635
389,1 pat p17 7 day od 10x 8_colony_434.tiff,348,73.841,0.802,88740,88740,1.788,0.559,0.919,28.15,15.74
390,1 pat p17 7 day od 10x 8_colony_435.tiff,257,59.598,0.909,65535,65535,1.312,0.762,0.933,20.723,15.79
391,1 pat p17 7 day od 10x 8_colony_436.tiff,565,91.497,0.848,144075,144075,1.612,0.62,0.949,34.057,21.123
392,1 pat p17 7 day od 10x 8_colony_437.tiff,420,78.77,0.851,107100,107100,1.464,0.683,0.938,27.977,19.114
393,1 pat p17 7 day od 10x 8_colony_439.tiff,259,62.426,0.835,66045,66045,1.789,0.559,0.925,27.378,16.138
394,1 pat p17 7 day od 10x 8_colony_440.tiff,347,71.841,0.845,88485,88485,1.607,0.622,0.927,26.646,16.581
395,1 pat p17 7 day od 10x 8_colony_441.tiff,339,71.255,0.839,86445,86445,1.485,0.673,0.921,25.319,17.048
396,1 pat p17 7 day od 10x 8_colony_442.tiff,361,73.983,0.829,92055,92055,1.683,0.594,0.912,31.153,20.108
397,1 pat p17 7 day od 10x 8_colony_444.tiff,310,67.598,0.853,79050,79050,1.596,0.627,0.932,25.097,15.727
398,1 pat p17 7 day od 10x 8_colony_445.tiff,694,101.054,0.854,176970,176970,1.359,0.736,0.946,34.647,25.503
399,1 pat p17 7 day od 10x 8_colony_446.tiff,255,63.255,0.801,65025,65025,1.969,0.508,0.924,28.609,15.31
400,1 pat p17 7 day od 10x 8_colony_447.tiff,285,65.012,0.847,72675,72675,1.343,0.745,0.919,24.842,19.681
401,1 pat p17 7 day od 10x 8_colony_448.tiff,331,67.255,0.92,84405,84405,1.07,0.935,0.927,21.231,19.851
402,1 pat p17 7 day od 10x 8_colony_449.tiff,248,61.598,0.821,63240,63240,1.652,0.605,0.913,22.838,13.826
403,1 pat p17 7 day od 10x 8_colony_450.tiff,234,56.77,0.912,59670,59670,1.202,0.832,0.927,23.163,19.733
404,1 pat p17 7 day od 10x 8_colony_451.tiff,287,65.012,0.853,73185,73185,1.567,0.638,0.927,23.931,15.269
405,1 pat p17 7 day od 10x 8_colony_452.tiff,264,63.598,0.82,67320,67320,1.743,0.574,0.923,24.207,13.886
406,1 pat p17 7 day od 10x 8_colony_453.tiff,273,68.77,0.725,69615,69615,1.907,0.524,0.892,27.822,16.109
407,1 pat p17 7 day od 10x 8_colony_454.tiff,536,87.255,0.885,136680,136680,1.21,0.827,0.952,28.735,23.75
408,1 pat p17 7 day od 10x 8_colony_455.tiff,299,66.426,0.852,76245,76245,1.568,0.638,0.93,24.429,15.584
409,1 pat p17 7 day od 10x 8_colony_456.tiff,270,62.669,0.864,68850,68850,1.478,0.677,0.926,22.537,15.253
410,1 pat p17 7 day od 10x 8_colony_457.tiff,368,73.497,0.856,93840,93840,1.248,0.801,0.932,24.181,19.377
411,1 pat p17 7 day od 10x 8_colony_458.tiff,291,66.426,0.829,74205,74205,1.06,0.944,0.898,19.815,18.698
412,1 pat p17 7 day od 10x 8_colony_459.tiff,349,72.326,0.838,88995,88995,1.533,0.652,0.92,26.1,17.025
413,1 pat p17 7 day od 10x 8_colony_460.tiff,258,63.355,0.808,65790,65790,1.749,0.572,0.923,26.45,16.463
414,1 pat p17 7 day od 10x 8_colony_461.tiff,223,57.355,0.852,56865,56865,1.679,0.596,0.92,24.262,16.583
415,1 pat p17 7 day od 10x 8_colony_462.tiff,352,71.74,0.859,89760,89760,1.433,0.698,0.926,25.344,17.684
416,1 pat p17 7 day od 10x 8_colony_463.tiff,335,71.012,0.835,85425,85425,1.62,0.617,0.934,26.288,16.226
417,1 pat p17 7 day od 10x 8_colony_464.tiff,288,63.841,0.888,73440,73440,1.252,0.798,0.922,21.43,17.111
418,1 pat p17 7 day od 10x 8_colony_465.tiff,282,62.77,0.899,71910,71910,1.476,0.677,0.942,23.023,15.596
419,1 pat p17 7 day od 10x 8_colony_466.tiff,319,66.77,0.899,81345,81345,1.248,0.801,0.938,22.516,18.039
