 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
480,1 pat p17 96h 10x 8_DAPI_colony_504.tiff,226,58.184,0.839,57630,57630,1.465,0.683,0.921
481,1 pat p17 96h 10x 8_DAPI_colony_505.tiff,203,52.770,0.916,51765,51765,1.245,0.803,0.921
482,1 pat p17 96h 10x 8_DAPI_colony_506.tiff,171,49.355,0.882,43605,43605,1.266,0.790,0.917
483,1 pat p17 96h 10x 8_DAPI_colony_507.tiff,156,45.355,0.953,39780,39780,1.081,0.925,0.920
484,1 pat p17 96h 10x 8_DAPI_colony_508.tiff,203,53.941,0.877,51765,51765,1.678,0.596,0.931
485,1 pat p17 96h 10x 8_DAPI_colony_509.tiff,316,68.083,0.857,80580,80580,1.367,0.731,0.923
486,1 pat p17 96h 10x 8_DAPI_colony_510.tiff,276,63.941,0.848,70380,70380,1.724,0.580,0.942
487,1 pat p17 96h 10x 8_DAPI_colony_511.tiff,173,49.012,0.905,44115,44115,1.300,0.769,0.911
488,1 pat p17 96h 10x 8_DAPI_colony_512.tiff,226,57.355,0.863,57630,57630,1.584,0.631,0.934
489,1 pat p17 96h 10x 8_DAPI_colony_513.tiff,214,57.113,0.824,54570,54570,1.863,0.537,0.943
490,1 pat p17 96h 10x 8_DAPI_colony_514.tiff,170,47.113,0.962,43350,43350,1.062,0.941,0.929
491,1 pat p17 96h 10x 8_DAPI_colony_515.tiff,175,50.527,0.861,44625,44625,1.590,0.629,0.921
492,1 pat p17 96h 10x 8_DAPI_colony_516.tiff,149,45.355,0.910,37995,37995,1.371,0.730,0.906
493,1 pat p17 96h 10x 8_DAPI_colony_517.tiff,166,50.184,0.828,42330,42330,1.526,0.655,0.895
495,1 pat p17 96h 10x 8_DAPI_colony_519.tiff,203,55.355,0.833,51765,51765,1.704,0.587,0.921
496,1 pat p17 96h 10x 8_DAPI_colony_520.tiff,265,61.598,0.878,67575,67575,1.477,0.677,0.931
497,1 pat p17 96h 10x 8_DAPI_colony_521.tiff,250,59.841,0.877,63750,63750,1.445,0.692,0.931
498,1 pat p17 96h 10x 8_DAPI_colony_522.tiff,166,49.698,0.845,42330,42330,1.506,0.664,0.915
499,1 pat p17 96h 10x 8_DAPI_colony_523.tiff,238,56.426,0.939,60690,60690,1.218,0.821,0.935
500,1 pat p17 96h 10x 8_DAPI_colony_524.tiff,158,47.113,0.895,40290,40290,1.407,0.711,0.916
501,1 pat p17 96h 10x 8_DAPI_colony_525.tiff,158,50.527,0.778,40290,40290,1.991,0.502,0.908
502,1 pat p17 96h 10x 8_DAPI_colony_526.tiff,271,73.841,0.625,69105,69105,1.891,0.529,0.829
503,1 pat p17 96h 10x 8_DAPI_colony_527.tiff,173,49.698,0.880,44115,44115,1.577,0.634,0.928
504,1 pat p17 96h 10x 8_DAPI_colony_528.tiff,103,37.456,0.923,26265,26265,1.282,0.780,0.916
505,1 pat p17 96h 10x 8_DAPI_colony_529.tiff,235,56.770,0.916,59925,59925,1.167,0.857,0.933
506,1 pat p17 96h 10x 8_DAPI_colony_530.tiff,134,44.527,0.849,34170,34170,1.853,0.540,0.908
507,1 pat p17 96h 10x 8_DAPI_colony_531.tiff,207,53.698,0.902,52785,52785,1.399,0.715,0.932
508,1 pat p17 96h 10x 8_DAPI_colony_532.tiff,207,53.012,0.926,52785,52785,1.354,0.739,0.926
509,1 pat p17 96h 10x 8_DAPI_colony_533.tiff,178,51.698,0.837,45390,45390,1.570,0.637,0.922
510,1 pat p17 96h 10x 8_DAPI_colony_534.tiff,118,40.870,0.888,30090,30090,1.491,0.671,0.897
511,1 pat p17 96h 10x 8_DAPI_colony_535.tiff,120,40.527,0.918,30600,30600,1.159,0.863,0.899
512,1 pat p17 96h 10x 8_DAPI_colony_536.tiff,129,48.527,0.688,32895,32895,1.605,0.623,0.814
513,1 pat p17 96h 10x 8_DAPI_colony_537.tiff,174,51.355,0.829,44370,44370,1.763,0.567,0.904
514,1 pat p17 96h 10x 8_DAPI_colony_538.tiff,244,59.941,0.853,62220,62220,1.630,0.613,0.933
515,1 pat p17 96h 10x 8_DAPI_colony_539.tiff,252,58.770,0.917,64260,64260,1.192,0.839,0.932
516,1 pat p17 96h 10x 8_DAPI_colony_540.tiff,206,54.527,0.871,52530,52530,1.485,0.673,0.922
517,1 pat p17 96h 10x 8_DAPI_colony_541.tiff,407,79.740,0.804,103785,103785,1.480,0.676,0.909
518,1 pat p17 96h 10x 8_DAPI_colony_542.tiff,157,49.355,0.810,40035,40035,1.308,0.765,0.872
519,1 pat p17 96h 10x 8_DAPI_colony_543.tiff,182,50.770,0.887,46410,46410,1.341,0.746,0.908
520,1 pat p17 96h 10x 8_DAPI_colony_544.tiff,176,49.355,0.908,44880,44880,1.519,0.658,0.924
521,1 pat p17 96h 10x 8_DAPI_colony_545.tiff,110,40.042,0.862,28050,28050,1.814,0.551,0.928
522,1 pat p17 96h 10x 8_DAPI_colony_546.tiff,318,66.184,0.912,81090,81090,1.199,0.834,0.941
523,1 pat p17 96h 10x 8_DAPI_colony_547.tiff,259,59.598,0.916,66045,66045,1.243,0.804,0.932
524,1 pat p17 96h 10x 8_DAPI_colony_548.tiff,371,73.012,0.875,94605,94605,1.534,0.652,0.944
525,1 pat p17 96h 10x 8_DAPI_colony_549.tiff,199,51.698,0.936,50745,50745,1.341,0.746,0.939
526,1 pat p17 96h 10x 8_DAPI_colony_550.tiff,198,52.770,0.894,50490,50490,1.548,0.646,0.932
